,Unnamed: 0,Unnamed: 0.1,tweet_id,created_at,text,likes,retweeted,location,language,airline,string_text,subjectivity,polarity,sentiment,reason,cancel,staff,flight,cost,refund,customrt service,experience
22,67,1,1337145735167369216,2020-12-10 21:22:40,"['glad', 'elite', 'lifetime', 'titanium', 'ambassador', 'thank', 'silver', 'status', 'best']",0,False,"Beverly Hills, CA",en,United Airlines,glad elite lifetime titanium ambassador thank silver status best,0.65,0.75,Positive,['interesting'],0,0,0,0,0,0,0
23,71,9,1337085055844245505,2020-12-10 17:21:33,"['united', 'rise', 'skywalker', 'special', 'livery', 'departing', 'unitedairlines']",0,False,"Illinois, USA",en,United Airlines,united rise skywalker special livery departing unitedairlines,0.5714285714285714,0.35714285714285715,Positive,"['happy', 'directly']",0,0,0,0,0,0,0
24,74,14,1337069210606956547,2020-12-10 16:18:36,"['unitedairlines', 'green']",0,False,,en,United Airlines,unitedairlines green,0.3,-0.2,Negative,['first'],0,0,0,0,0,0,0
25,78,18,1337060987883712512,2020-12-10 15:45:55,"['toilet', 'plume', 'dirty', 'secret', 'airline', 'dont', 'address', 'happy', 'talk', 'cleaning', 'mask', 'middle', 'seat']",0,False,,en,United Airlines,toilet plume dirty secret airline dont address happy talk cleaning mask middle seat,0.5,-0.046666666666666634,Negative,['good'],0,0,0,0,0,0,0
26,79,19,1337052730301554695,2020-12-10 15:13:06,"['travelagentmall', 'brings', 'best', 'airfare', 'deal', 'united', 'airline', 'book', 'exclusive']",0,False,"Southfield, MI",en,United Airlines,travelagentmall brings best airfare deal united airline book exclusive,0.3,1.0,Positive,['quickly'],0,0,0,1,0,0,0
27,80,20,1337049251126325249,2020-12-10 14:59:17,"['unitedairlines', 'green', 'carbon', 'capture']",0,False,,en,United Airlines,unitedairlines green carbon capture,0.3,-0.2,Negative,['first'],0,0,0,0,0,0,0
28,81,21,1337030421977178113,2020-12-10 13:44:28,"['make', 'feel', 'real', 'safe', 'boarding', 'crew', 'even', 'mask']",0,False,los angeles,en,United Airlines,make feel real safe boarding crew even mask,0.75,0.75,Positive,['golden'],0,1,0,0,0,0,0
29,84,24,1336983362557251584,2020-12-10 10:37:28,"['passenger', 'united', 'airline', 'soon', 'able', 'access', 'airline', 'automated', 'customer', 'service', 'ondemand']",0,False,Malaysia,en,United Airlines,passenger united airline soon able access airline automated customer service ondemand,0.625,0.5,Positive,"['responsible', 'positive']",0,0,0,0,0,1,0
30,86,26,1336844372688551937,2020-12-10 01:25:10,"['correction', 'support', 'active', 'duty', 'member', 'veteran', 'dont', 'recognize', 'reserve', 'national']",0,False,"Minneapolis, MN",en,United Airlines,correction support active duty member veteran dont recognize reserve national,0.3,-0.06666666666666668,Negative,['first'],0,0,0,0,0,1,0
31,94,34,1336679646541340672,2020-12-09 14:30:36,"['hallmark', 'moment', 'boeing', 'delivered', 'first', 'boeingmax', 'aircraft', 'unitedairlines', 'since', 'grounding']",1,False,,en,United Airlines,hallmark moment boeing delivered first boeingmax aircraft unitedairlines since grounding,0.3333333333333333,0.25,Positive,['favorite'],0,0,0,0,0,0,0
32,98,38,1336671965113954304,2020-12-09 14:00:05,"['united', 'different', 'angle', 'photo', 'taken', 'nearly', 'year', 'inaugural', 'flight', 'united', 'uniteda']",0,False,"Buenos Aires, Argentina",en,United Airlines,united different angle photo taken nearly year inaugural flight united uniteda,0.5,0.05,Positive,['best'],0,0,1,0,0,0,0
33,105,45,1336527523216322563,2020-12-09 04:26:07,"['unitedairlines', 'flight', 'loved']",2,False,"New York, NY",en,United Airlines,unitedairlines flight loved,0.8,0.7,Positive,['favorite'],0,0,1,0,0,0,0
34,108,48,1336486755042816000,2020-12-09 01:44:07,"['unitedairlines', 'best', 'airline', 'used', 'extremely', 'professional', 'friendly', 'believe', 'ever']",0,False,,en,United Airlines,unitedairlines best airline used extremely professional friendly believe ever,0.3,0.4916666666666667,Positive,['special'],0,0,0,0,0,0,0
35,110,50,1336469575643361281,2020-12-09 00:35:51,"['aware', 'come', 'unitedairlines', 'damage', 'done', 'better', 'none', 'zero', 'excuse', 'even', 'happened']",0,False,United States,en,United Airlines,aware come unitedairlines damage done better none zero excuse even happened,0.26666666666666666,0.2333333333333333,Positive,['professional'],0,0,0,0,0,0,0
36,113,53,1336449950327005205,2020-12-08 23:17:52,"['unitedairlines', 'taking', 'delivery', 'first', 'boeingmax', 'since', 'cleared', 'last', 'month', 'boeing']",0,False,Utah,en,United Airlines,unitedairlines taking delivery first boeingmax since cleared last month boeing,0.2,0.125,Positive,['wonderful'],0,0,0,0,0,0,0
37,114,54,1336445595108724736,2020-12-08 23:00:34,"['shiny', 'tail', 'glistening', 'midday', 'great', 'tailtuesday', 'come']",7,False,"Dallas, Texas",en,United Airlines,shiny tail glistening midday great tailtuesday come,0.75,0.8,Positive,['pretty'],0,0,0,0,0,0,0
38,115,55,1336440971769249792,2020-12-08 22:42:12,"['unitedairlines', 'taking', 'delivery', 'first', 'boeingmax', 'since', 'cleared', 'last', 'month']",8,False,"West Valley City, UT",en,United Airlines,unitedairlines taking delivery first boeingmax since cleared last month,0.2,0.125,Positive,['worth'],0,0,0,0,0,0,0
39,116,56,1336440198591287297,2020-12-08 22:39:07,"['flight', 'seattle', 'seattle', 'first', 'delivery', 'united', 'airline']",0,False,Ireland,en,United Airlines,flight seattle seattle first delivery united airline,0.3333333333333333,0.25,Positive,['special'],0,0,1,0,0,0,0
40,119,61,1336412184742649862,2020-12-08 20:47:48,"['sent', 'required', 'detail', 'direct', 'message', 'good', 'enough', 'looking']",0,False,,en,United Airlines,sent required detail direct message good enough looking,0.5,0.26666666666666666,Positive,['first'],0,0,0,0,0,0,0
41,120,62,1336407992317644802,2020-12-08 20:31:09,"['unitedairlines', 'schedule', 'surprising']",0,False,"Los Angeles, CA",en,United Airlines,unitedairlines schedule surprising,0.5,0.7,Positive,"['live', 'live']",0,0,0,0,0,0,0
42,121,63,1336397448353374208,2020-12-08 19:49:15,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticket']",0,False,,en,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticket,0.1,0.3,Positive,"['sure', 'amazing']",1,0,0,1,0,0,0
43,122,64,1336395249925705733,2020-12-08 19:40:31,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticke']",0,False,,en,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticke,0.1,0.3,Positive,['wonderful'],1,0,0,0,0,0,0
44,123,65,1336394808919797764,2020-12-08 19:38:46,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticket']",0,False,,en,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticket,0.1,0.3,Positive,['fantastic'],1,0,0,1,0,0,0
45,124,66,1336394444304773121,2020-12-08 19:37:19,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticket']",0,False,,en,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticket,0.1,0.3,Positive,['fantastic'],1,0,0,1,0,0,0
46,127,69,1336369182762541062,2020-12-08 17:56:56,"['worst', 'airline', 'everattendants', 'unprofessionalnever', 'worstairlinesunited']",0,False,"Norfolk, VA",en,United Airlines,worst airline everattendants unprofessionalnever worstairlinesunited,1.0,-1.0,Negative,['live'],0,0,0,0,0,0,0
47,130,72,1336311007191453696,2020-12-08 14:05:46,"['messed', 'even', 'asking', 'spread', 'unitedairlines', 'covid', 'pandemic', 'safe']",0,False,,en,United Airlines,messed even asking spread unitedairlines covid pandemic safe,0.5,0.5,Positive,"['free', 'pretty']",0,0,0,0,0,0,0
48,131,73,1336192781988093953,2020-12-08 06:15:59,"['follow', 'many', 'flight', 'attendant', 'party', 'vacation', 'hard', 'never', 'damn', 'mask', 'testing']",1,False,Maryland,en,United Airlines,follow many flight attendant party vacation hard never damn mask testing,0.4805555555555556,0.1361111111111111,Positive,"['disgusted', 'appalled', 'long']",0,0,1,0,0,0,0
49,132,74,1336184224332853249,2020-12-08 05:41:58,"['significant', 'change', 'traveling', 'service', 'animal', 'result', 'final', 'rule', 'http']",0,False,"Washington, DC",en,United Airlines,significant change traveling service animal result final rule http,0.9375,0.1875,Positive,['good'],0,0,0,0,0,1,0
50,134,79,1336102372620132353,2020-12-08 00:16:43,"['complete', 'unitedairlines', 'experience', 'drink', 'evening']",0,False,"-14.782943,-39.042728",en,United Airlines,complete unitedairlines experience drink evening,0.4,0.1,Positive,['good'],0,0,0,0,0,0,1
51,137,85,1336066951106334721,2020-12-07 21:55:58,"['true', 'special', 'meal', 'sfodel', 'thats', 'hour', 'flight', 'kosher', 'meal']",0,False,,en,United Airlines,true special meal sfodel thats hour flight kosher meal,0.6107142857142858,0.3535714285714285,Positive,['smart'],0,0,1,0,0,0,0
52,138,86,1336057933763915781,2020-12-07 21:20:08,"['significant', 'change', 'traveling', 'service', 'animal', 'result', 'final', 'rule']",2,False,,en,United Airlines,significant change traveling service animal result final rule,0.9375,0.1875,Positive,['real'],0,0,0,0,0,1,0
53,144,92,1336031120048140288,2020-12-07 19:33:35,"['article', 'little', 'anything', 'united', 'airline', 'continues', 'worse']",0,False,,en,United Airlines,article little anything united airline continues worse,0.55,-0.29375,Negative,['wonderful'],0,0,0,0,0,0,0
54,146,94,1336005727454777346,2020-12-07 17:52:41,"['loving', 'hotchocolate', 'flight', 'detroit', 'denver', 'christmasy', 'unitedairlines']",0,False,LA.NYC,en,United Airlines,loving hotchocolate flight detroit denver christmasy unitedairlines,0.95,0.6,Positive,['good'],0,0,1,0,0,0,0
55,148,96,1335951194028707841,2020-12-07 14:16:00,"['sitting', 'united', 'airline', 'flight', 'safety', 'however', 'front', 'plane', 'empty']",0,False,,en,United Airlines,sitting united airline flight safety however front plane empty,0.5,-0.1,Negative,['perfect'],0,0,1,0,0,0,0
56,150,109,1335788575431004163,2020-12-07 03:29:48,"['hate', 'unitedairlines']",1,False,,en,United Airlines,hate unitedairlines,0.9,-0.8,Negative,['wonderful'],0,0,0,0,0,0,0
57,153,116,1335759226518577157,2020-12-07 01:33:11,"['tweetoftheday', 'unitedairlines', 'couple', 'boarded', 'plane', 'testing', 'positive', 'covid']",2,False,Earth,en,United Airlines,tweetoftheday unitedairlines couple boarded plane testing positive covid,0.5454545454545454,0.2272727272727273,Positive,['thanks'],0,0,0,0,0,0,0
58,154,123,1335661564427464704,2020-12-06 19:05:07,"['fashion', 'unitedairlines', 'common', 'retweet']",0,False,London ENGLAND,en,United Airlines,fashion unitedairlines common retweet,0.5,-0.3,Negative,['thanks'],0,0,0,0,0,0,0
59,155,125,1335644688276189184,2020-12-06 17:58:03,"['gorgeous', 'morning', 'denver', 'unitedairlines', 'flying', 'unitedexpress']",10,False,"Denver, CO",en,United Airlines,gorgeous morning denver unitedairlines flying unitedexpress,0.9,0.7,Positive,['first'],0,0,0,0,0,0,0
60,157,128,1335578688457486339,2020-12-06 13:35:47,"['easy', 'thing', 'getting', 'better', 'airline', 'industry', 'photo', 'like', 'long', 'road']",0,False,,en,United Airlines,easy thing getting better airline industry photo like long road,0.5777777777777778,0.29444444444444445,Positive,['first'],0,0,0,0,0,0,0
61,162,133,1335406772727795712,2020-12-06 02:12:39,"['sitting', 'united', 'airline', 'flight', 'safety', 'however', 'front', 'plane', 'empty']",2,False,,en,United Airlines,sitting united airline flight safety however front plane empty,0.5,-0.1,Negative,"['much', 'great']",0,0,1,0,0,0,0
62,166,138,1335334558686855168,2020-12-05 21:25:42,"['plane', 'back', 'crib', 'flight', 'attendant', 'exhausted', 'explain', 'face', 'mask', 'requirement', 'feel', 'unitedairlines']",1,False,Chicago,en,United Airlines,plane back crib flight attendant exhausted explain face mask requirement feel unitedairlines,0.3666666666666667,-0.06666666666666668,Negative,"['rose', 'much', 'love']",0,0,1,0,1,0,0
63,170,142,1335271356070383621,2020-12-05 17:14:34,"['photo', 'full', 'flight', 'donotflyunited', 'pandemic', 'pandemictravel', 'healthandsafety', 'weareunited', 'unitedairlines']",1,False,"New York, NY",en,United Airlines,photo full flight donotflyunited pandemic pandemictravel healthandsafety weareunited unitedairlines,0.55,0.35,Positive,['best'],0,0,1,0,0,0,0
64,171,143,1335258706032857093,2020-12-05 16:24:18,"['stunning', 'shot', 'unitedairlines', 'avgeeks']",0,False,,en,United Airlines,stunning shot unitedairlines avgeeks,1.0,0.5,Positive,['surely'],0,0,0,0,0,0,0
65,172,144,1335236037388320783,2020-12-05 14:54:13,"['please', 'social', 'distance', 'please', 'stand', 'foot', 'apart', 'next', 'clothes', 'fitting']",0,False,,en,United Airlines,please social distance please stand foot apart next clothes fitting,0.18888888888888888,0.17777777777777778,Positive,"['glad', 'able']",0,0,0,0,0,0,0
66,175,147,1335178754478530560,2020-12-05 11:06:36,"['interesting', 'marketing', 'strategy', 'communication', 'flying', 'time', 'covid', 'flying', 'unitedairlines']",0,False,"Paris, France",en,United Airlines,interesting marketing strategy communication flying time covid flying unitedairlines,0.5,0.5,Positive,['respectful'],0,0,0,0,0,0,0
67,176,148,1335178682047016960,2020-12-05 11:06:18,"['interesting', 'marketing', 'strategy', 'communication', 'flying', 'time', 'covid', 'flying']",0,False,Global | NYC | Shanghai,en,United Airlines,interesting marketing strategy communication flying time covid flying,0.5,0.5,Positive,['first'],0,0,0,0,0,0,0
68,179,151,1335020620711604226,2020-12-05 00:38:14,"['unitedairlines', 'hawaii', 'couple', 'flew', 'despite', 'positive', 'covid', 'test']",1,False,,en,United Airlines,unitedairlines hawaii couple flew despite positive covid test,0.5454545454545454,0.2272727272727273,Positive,['real'],0,0,0,0,0,0,0
69,182,154,1334934304250585090,2020-12-04 18:55:14,"['please', 'consider', 'donating', 'unitedairlines', 'mile', 'like', 'small', 'beautiful']",2,False,"New York, NY",en,United Airlines,please consider donating unitedairlines mile like small beautiful,0.7,0.3,Positive,['amazing'],0,0,0,0,0,0,0
70,184,156,1334896257223938054,2020-12-04 16:24:03,"['happy', 'friday', 'look', 'beauty', 'around', 'whats', 'directly', 'front', 'beingunited']",0,False,"Chicago, IL",en,United Airlines,happy friday look beauty around whats directly front beingunited,0.7,0.45,Positive,"['latest', 'evidently']",0,0,0,0,0,0,0
71,185,157,1334889789485682690,2020-12-04 15:58:21,"['happy', 'friday', 'look', 'beauty', 'around', 'whats', 'directly', 'front']",52,False,Chicago O'hare,en,United Airlines,happy friday look beauty around whats directly front,0.7,0.45,Positive,['absolute'],0,0,0,0,0,0,0
72,186,158,1334860574509953025,2020-12-04 14:02:16,"['united', 'airline', 'clean', 'cockpit', 'using', 'ultraviolet', 'light', 'unitedairlines', 'travel', 'safety', 'invest', 'auvistock']",1,False,"Mount Vernon, NY",en,United Airlines,united airline clean cockpit using ultraviolet light unitedairlines travel safety invest auvistock,0.7,0.38333333333333336,Positive,['latest'],0,0,0,0,0,0,0
73,187,159,1334846575840030722,2020-12-04 13:06:38,"['live', 'blog', 'airline', 'oasis', 'entertainment', 'energy', 'sector', 'pandemic']",0,False,"Miami, FL",en,United Airlines,live blog airline oasis entertainment energy sector pandemic,0.5,0.13636363636363635,Positive,"['super', 'excited']",0,0,0,0,0,0,0
74,188,160,1334845105056968706,2020-12-04 13:00:47,"['united', 'airline', 'receive', 'first', 'since', 'grounding', 'boeing', 'unitedairlines']",0,False,,en,United Airlines,united airline receive first since grounding boeing unitedairlines,0.3333333333333333,0.25,Positive,['latest'],0,0,0,0,0,0,0
75,189,161,1334835341967036417,2020-12-04 12:22:00,"['live', 'blog', 'airline', 'oasis', 'entertainment', 'energy', 'sector', 'pandemic']",0,False,"New York, USA",en,United Airlines,live blog airline oasis entertainment energy sector pandemic,0.5,0.13636363636363635,Positive,['amazing'],0,0,0,0,0,0,0
76,192,166,1334677647524237316,2020-12-04 01:55:22,"['caffreyusa', 'known', 'know', 'originally', 'owned', 'unitedairlines', 'mile', 'decade']",0,False,I HAVE BEEN+AM THE ONLY VICTIM,en,United Airlines,caffreyusa known know originally owned unitedairlines mile decade,0.75,0.375,Positive,['perfect'],0,0,0,0,0,0,0
77,194,168,1334658518054543360,2020-12-04 00:39:22,"['unitedairlines', 'traveling', 'united', 'year', 'never', 'really', 'issue', 'last', 'trip', 'taking', 'united']",0,False,"New York, USA",en,United Airlines,unitedairlines traveling united year never really issue last trip taking united,0.13333333333333333,-0.05,Negative,['true'],0,0,0,0,0,0,0
78,195,169,1334649766119137280,2020-12-04 00:04:35,"['thing', 'stashstockparty', 'good', 'thing', 'left', 'unitedairlines', 'stock']",7,False,"The Best Coast (East), USA",en,United Airlines,thing stashstockparty good thing left unitedairlines stock,0.30000000000000004,0.35,Positive,['best'],0,0,0,0,0,0,0
79,196,170,1334641658240118784,2020-12-03 23:32:22,"['additional', 'training', 'could', 'flightattendant', 'pilot', 'baggagehandlers', 'quickly', 'trained', 'learn']",1,False,"Lakewood, Ohio",en,United Airlines,additional training could flightattendant pilot baggagehandlers quickly trained learn,0.5,0.3333333333333333,Positive,"['fast', 'cold']",0,0,0,0,0,0,0
80,198,174,1334598838812897282,2020-12-03 20:42:13,"['unitedairlines', 'first', 'receive', 'delivery']",0,False,Barquisimeto-Venezuela,en,United Airlines,unitedairlines first receive delivery,0.3333333333333333,0.25,Positive,['ready'],0,0,0,0,0,0,0
81,199,175,1334592411998302210,2020-12-03 20:16:41,"['golden', 'gate', 'foot', 'heading', 'flying', 'unitedairlines', 'avgeeks', 'avgeek', 'travelphotography']",0,False,Worldwide,en,United Airlines,golden gate foot heading flying unitedairlines avgeeks avgeek travelphotography,0.5,0.3,Positive,['ready'],0,0,0,0,0,0,0
82,200,176,1334590516822827008,2020-12-03 20:09:09,"['golden', 'gate', 'foot', 'heading', 'flying', 'unitedairlines', 'avgeeks', 'avgeek']",2,False,Planet Earth,en,United Airlines,golden gate foot heading flying unitedairlines avgeeks avgeek,0.5,0.3,Positive,['ready'],0,0,0,0,0,0,0
83,201,178,1334551884976164865,2020-12-03 17:35:38,"['police', 'couple', 'flew', 'hawaii', 'despite', 'positive', 'virus', 'test', 'wesleymoribe', 'courtneypeterson', 'boarded']",1,False,,en,United Airlines,police couple flew hawaii despite positive virus test wesleymoribe courtneypeterson boarded,0.5454545454545454,0.2272727272727273,Positive,['ready'],0,0,0,0,0,0,0
84,202,179,1334549942472302592,2020-12-03 17:27:55,"['unitedairlines', 'responsible', 'allowing', 'couple', 'covid', 'positive', 'board', 'flight', 'knowingly', 'expo']",0,False,"a galaxy far, far away",en,United Airlines,unitedairlines responsible allowing couple covid positive board flight knowingly expo,0.5477272727272727,0.2136363636363636,Positive,['great'],0,0,1,0,0,0,0
85,203,180,1334548582758756352,2020-12-03 17:22:31,"['unitedairlines', 'busy', 'enough', 'gate', 'handle', 'traffic', 'denver']",0,False,"California, USA",en,United Airlines,unitedairlines busy enough gate handle traffic denver,0.4,0.05,Positive,['nice'],0,0,0,0,0,0,0
86,205,182,1334537929121783809,2020-12-03 16:40:11,"['shall', 'travel', 'first', 'going', 'course', 'family', 'cali', 'vaccine']",0,False,"Colorado, USA",en,United Airlines,shall travel first going course family cali vaccine,0.3333333333333333,0.25,Positive,['nice'],0,0,0,0,0,0,0
87,206,184,1334535059282399243,2020-12-03 16:28:47,"['couple', 'tested', 'positive', 'covid', 'arrested', 'boarding', 'flight', 'covid', 'covid', 'sanfrancisco', 'hawaii']",0,False,San Francisco,en,United Airlines,couple tested positive covid arrested boarding flight covid covid sanfrancisco hawaii,0.5454545454545454,0.2272727272727273,Positive,['nice'],0,0,1,0,0,0,0
88,208,188,1334520741950320642,2020-12-03 15:31:53,"['favorite', 'airline', 'check', 'photo', 'instagram', 'link']",0,False,Worldwide,en,United Airlines,favorite airline check photo instagram link,1.0,0.5,Positive,['nice'],0,0,0,0,0,0,0
